count,date,title,description,org_link,link
541,2024-02-13 13:12:00,전기차 이어 자율주행차 시장도 중국이 선점 노린다,"구글이나 테슬라 등 서방권 기업들이 추진 중인 자율주행 기술은 대부분 외부 도움 없이 차량 자체의 센서로 획득한 데이터와 내장 <b>인공지능</b>(AI) 컴퓨터에만 의지해 자율주행을 구현하는 방식이다. 반면, 중국은 차량... ",http://www.g-enews.com/ko-kr/news/article/news_all/202402081606544192b418061615_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202402081606544192b418061615_1/article.html
542,2024-02-13 13:10:00,"부호·이름·전화번호 모두 일치해야 통관 가능...관세청, 개인통관부호 검증...","<b>인공지능</b>(AI) 우범화물 선별모델 확대와 엑스레이(X-ray)판독시스템 고도화, 우범여행자추적 AI CCTV 구축 등 신기술 기반 감시 인프라를 강화한다. 또한 마약 밀수가 많이 적발되는 우범 항공편에 대해서는 여행자 일제... ",https://www.ajunews.com/view/20240213130532999,https://www.ajunews.com/view/20240213130532999
543,2024-02-13 13:10:00,"송미령 장관, 충남 논산 소재 <b>지능</b>형농장(스마트팜) 솔루션 도입 농가 현장방...","송 장관은 농업 인구감소, 기후변화 등 농업 현장에 닥친 문제에 대응하여 세계적으로 스마트농업에 대한 관심이 고조되고 있음을 강조하면서, “<b>인공지능</b>(AI)·빅데이터를 활용한 <b>지능</b>형농장(스마트팜) 솔루션의 보급은... ",http://www.newsam.co.kr/news/article.html?no=37160,http://www.newsam.co.kr/news/article.html?no=37160
544,2024-02-13 13:10:00,"[특징주]세코닉스, 美중국산 스마트카 부품 제한 검토..엔비디아와 자율주행카...","최근 자율주행차에 쓰이는 카메라 렌즈 기술 개발에 나섰고 <b>인공지능</b>(AI), 자율주행차 소프트웨어 기업인 엔비디아(NVIDIA)와 함께 자율주행 카메라를 개발하는 등 차세대 성장동력 확보도 순항 중이다.",http://www.fnnews.com/news/202402131059516702,https://n.news.naver.com/mnews/article/014/0005141419?sid=101
545,2024-02-13 13:10:00,"SK하이닉스, 엔비디아 상승세 지속에 주가 '싱글벙글'","이와함께 SK하이닉스가 TSMC와 맺은 <b>인공지능</b>(AI) 동맹에 대한 투자자들의 기대감도 상승 요인으로 든다. SK하이닉스는 1983년 현대전자로 설립, 2001년 하이닉스반도체를 거쳐 2012년 최대주주가 SK텔레콤으로... ",https://www.cwn.kr/news/articleView.html?idxno=26432,https://www.cwn.kr/news/articleView.html?idxno=26432
546,2024-02-13 13:08:00,"인천 서구도서관, <b>인공지능</b> 활용 동화책 만들기 강좌 운영","인천 서구도서관은 초등 3~6학년을 대상으로 <b>인공지능</b>(AI)를 활용해 글을 쓰고, 그림을 그려 동화책을 만드는 ‘<b>인공지능</b>(AI) 동화책 작가탄생’ 강좌를 3월8일부터 5회 운영한다고 13일 전했다. 프로그램은 <b>인공지능</b> 도구를... ",http://www.shinailbo.co.kr/news/articleView.html?idxno=1827931,http://www.shinailbo.co.kr/news/articleView.html?idxno=1827931
547,2024-02-13 13:06:00,이젠 '대한민국 대표 AI실증도시' 광주로 거듭난다,"<b>인공지능</b> 중심 산업융합 집적단지 조감도.&quot;광주는 대한민국에서 AI와 관련된 기술, 인프라, 인재 등 모든 역량을 갖춘 유일한 곳입니다. 이제는 도시 전체를 'AI 테스트베드'로 내어드리겠습니다.&quot; 민선 8기 강기정... ",http://www.mdilbo.com/detail/0kIA7d/712598,http://www.mdilbo.com/detail/0kIA7d/712598
548,2024-02-13 13:06:00,IMF때도 R&amp;D 예산은 안 줄였는데...비상걸린 이공계 대학원,"1~6년 단위로 진행 중인 기초연구 사업의 예산이 29.3%~39.2%까지 줄고 분야별로는 바이오, 반도체, 항공우주, <b>인공지능</b> 등의 분야 연구 예산이 전년 대비 70~90% 삭감될 예정이다. 한 공과대학 로봇공학 랩실은 작년부터... ",https://magazine.hankyung.com/business/article/202402139863b,https://n.news.naver.com/mnews/article/050/0000071771?sid=101
549,2024-02-13 13:04:00,“안사본 사람 있어도 한번만 산 사람 없어”,롯데는 2030년까지 1조원을 투자해 <b>인공지능</b>(AI)에 기반한 최첨단 물류센터를 전국에 6개 건립하기로 했다. 또 홈페이지와 애플리케이션도 개선해 2032년까지 온라인 식료품 매출을 5조원으로 끌어올리겠다는 전략을... ,https://www.naeil.com/news/read/501047?ref=naver,https://www.naeil.com/news/read/501047?ref=naver
550,2024-02-13 13:04:00,[통신워치] SK텔레콤 '아이♥ZEM 새 학기 페스티벌'·LG유플러스 '핸드볼 리그...,이밖에도 LG유플러스는 자체 개발한 <b>인공지능</b>(AI) 기술 등을 활용해 스포키 고도화를 추진할 방침이다. 앞서 스포키는 익시(ixi) 기반의 비전 AI 기술을 활용해 스포츠 경기 하이라이트 영상을 실시간으로 제작해... ,http://www.newswatch.kr/news/articleView.html?idxno=67108,http://www.newswatch.kr/news/articleView.html?idxno=67108
551,2024-02-13 13:04:00,"[스타트업-ing] 레디큐어 “디지털 엑스선, 치매 환자·가족에게 희망을”","최근에는 <b>인공지능</b> 진단 소프트웨어를 개발, 판매하는 뷰노(Vuno), 뉴로핏(Nurophet)과 MOU를 맺고 공동 연구에 박차를 가한다. 저선량 방사선 치료를 받는 환자들의 임상 정보 데이터를 토대로, 환자에게 가장 알맞은 방식의... ",https://www.donga.com/news/It/article/all/20240213/123496020/1,https://n.news.naver.com/mnews/article/020/0003547683?sid=105
552,2024-02-13 13:04:00,[총선 브리핑] 이형석 “유능한 정치 절실”…재선 도전 공식화,이 의원은 “풍성한 문화와 최첨단 산업 중심 도시 북구를 만들겠다”며 <b>인공지능</b> 집적화단지 2단계 추진과 디지털 헬스 케어 첨단의료 특화 산업단지 조성 등도 지역경제 활성화 공약으로 내놓았다. 그는 “오는 4월... ,http://www.kwangju.co.kr/article.php?aid=1707796800764369004,http://www.kwangju.co.kr/article.php?aid=1707796800764369004
553,2024-02-13 13:04:00,"AI 대장주 엔비디아, 장중 시총 3위",생성형 <b>인공지능</b>(AI) 대장주 엔비디아가 연일 사상 최고치를 경신하며 장 중 한때 시가총액 3위까지 올랐다. 구글의 모회사 알파벳과 아마존을 제치고 마이크로소프트(MS)와 애플에 이어 3위에 오른 것이다.... ,https://www.naeil.com/news/read/501106?ref=naver,https://www.naeil.com/news/read/501106?ref=naver
554,2024-02-13 13:02:00,"엔비디아, 서학개미 보유액 2위 차지 … 애플, 3년 반 만에 3위로 하락",<b>인공지능</b>(AI) 수요 증가 기대감에 연초부터 서학개미들이 엔비디아를 대거 사들인 결과다. 13일 한국예탁결제원에 따르면 9일 종가기준 국내 투자자가 보유 중인 엔비디아 주식 평가액은 66억3693만 달러로 테슬라... ,https://www.naeil.com/news/read/501028?ref=naver,https://www.naeil.com/news/read/501028?ref=naver
555,2024-02-13 13:02:00,Arm 주가 급등 이유는?...소프트뱅크도 덩달아 올라,아울러 ‘온디바이스 <b>인공지능</b>(AI)’ 시장이 확대돼 반도체 수요는 더 늘어날 것으로 예상된다. 온디바이스(On-device) <b>인공지능</b>(AI)은 기기 자체적으로 인터넷 서버를 활용하지 않은 채 AI 연산을 처리하는... ,https://magazine.hankyung.com/business/article/202402139869b,https://n.news.naver.com/mnews/article/050/0000071770?sid=101
556,2024-02-13 13:02:00,"국립군산대 <b>인공지능</b>융합전공, 독일 명문 아헨공대와 진로탐색학점제 프로그램...",국립군산대학교 G-SEED 진로탐색학점제 프로그램으로 컴퓨터소프트웨어학부 <b>인공지능</b>융합전공 이지원 외 학생 4명(지도교수 조한규)은 지난 1월 14일부터 21일까지 독일의 명문 대학 아헨공과대학교(RWTH Aachen... ,https://www.gukjenews.com/news/articleView.html?idxno=2920429,https://www.gukjenews.com/news/articleView.html?idxno=2920429
557,2024-02-13 13:02:00,특허빅데이터로 기술주권 지킨다,세계 최고 수준의 생성형 <b>인공지능</b>(AI) 기반의 IP행정시스템을 심사･심판의 품질과 효율성을 획기적으로 높인다. 이를위해 거대 AI 언어모델을 특허검색･상품분류 등에 적용하는 실증연구와 학습데이터 구축사업을... ,https://www.naeil.com/news/read/501032?ref=naver,https://www.naeil.com/news/read/501032?ref=naver
558,2024-02-13 13:02:00,"KT, 캐나다 벡터 연구소 주최 AI 콘퍼런스 참가..AI 연구성과 및 경쟁력 확보...",한국정경신문 이정화 기­자 joyfully3355@naver.com [한국정경신문=이정화 기자] KT가 캐나다 <b>인공지능</b>(AI) 연구기관 벡터 연구소가 주최하는 콘퍼런스 리마커블 2024에 참가했다.KT는 이달 7∼9일 캐나다 토론토에서... ,http://kpenews.com/View.aspx?No=3126172,http://kpenews.com/View.aspx?No=3126172
559,2024-02-13 12:59:00,&quot;강세 지속&quot;vs&quot;고점 찍었다&quot; …美 증시 `볼마게돈`우려 속 투자자 고심,<b>인공지능</b>(AI) 모멘텀 등이 강세장을 지속할 수 있다는 전망과 여전한 모멘텀에도 가격이 너무 올라 투자 매력이 떨어졌다는 의견이 동시에 나온다. 13일 업계에 따르면 지난 9일 미국 뉴욕증시의... ,https://www.dt.co.kr/contents.html?article_no=2024021302109963046002&ref=naver,https://n.news.naver.com/mnews/article/029/0002854845?sid=101
560,2024-02-13 12:58:00,"다우오피스, 구글 클라우드와 협력해 비즈니스 확대 기반 마련","구글 클라우드 플랫폼(GCP)은 우수한 인프라와 고급 보안 시스템, <b>인공지능</b>(AI) 및 머신러닝(ML) 등 첨단 기술을 제공하는 클라우드 서비스로, 이번 전환을 통해 다우오피스는 업무 효율성과 서비스 안정성을 더욱 높일 수... ",http://www.itdaily.kr/news/articleView.html?idxno=220315,http://www.itdaily.kr/news/articleView.html?idxno=220315
561,2024-02-13 12:56:00,하나은행 '일임형 ISA'에 AI 적용 기념 가입 이벤트...자산배분 포트폴리오 제...,이번 이벤트는 하나은행이 은행권 최초로 '일임형 ISA' 상품에 <b>인공지능</b>(AI) 기술을 도입한 것을 기념해 마련됐다. 하나은행은 하나금융융합기술원과 협력해 '일임형 ISA' 고객에게 제공되는 포트폴리오 구성에 AI... ,https://www.nbntv.kr/news/articleView.html?idxno=87265,https://www.nbntv.kr/news/articleView.html?idxno=87265
562,2024-02-13 12:56:00,"청송군 치매안심센터, 'AI 스마트 돌봄서비스' 2월부터 30가구로 늘린다",청송군치매안심센터는 <b>인공지능</b>(AI)을 활용한 치매 돌봄 지원사업을 올 2월부터 30가구로 사업을 확대하여 운영한다. 군은 지난해 하반기부터 재가 치매환자 10가구를 대상으로 <b>인공지능</b>(AI) 스피커 무료 대여사업을 시범... ,http://www.queen.co.kr/news/articleView.html?idxno=406213,http://www.queen.co.kr/news/articleView.html?idxno=406213
563,2024-02-13 12:56:00,"국립부산과학관, 봄학기 과학교육 준비 완료","실험탐구교실, <b>인공지능</b>교실, SW코딩교실 등 교과와 연계된 주제에 실험 위주의 교육으로 구성하며 에코사이언스와 자율탐구 프로젝트 등 최신 이슈를 주제로 심화학습도 할 수 있어 과학적 상상력과 자기주도적 문제... ",https://www.ekn.kr/web/view.php?key=20240213022036975,https://www.ekn.kr/web/view.php?key=20240213022036975
564,2024-02-13 12:55:00,"[4.10총선 대전] 대전서구(갑) 김용경 국힘 국회의원 예비후보, <b>인공지능</b>(AI)...",김용경 국민의힘 대전 서구갑 국회의원 예비후보(이하 '김용경 예비후보')는 12일 <b>인공지능</b>(AI)를 활용한 선거운동 비법(秘法)을 공개하며 오는 16일 국민의힘 공천후보자 면접을 준비하는 것으로 알려졌다. 김용경... ,https://www.polinews.co.kr/news/articleView.html?idxno=634870,https://www.polinews.co.kr/news/articleView.html?idxno=634870
565,2024-02-13 12:52:00,"세무조사, 올해도 역대 최저수준…AI 등 세무 서비스 강화",<b>인공지능</b>(AI) 상담을 비롯한 세무 서비스는 더욱 확대한다. 국세청은 이같은 내용을 담은 2024년 국세행정 운영방안을 13일 발표했다. 국세청은 높은 대·내외 불확실성과 민생 안정의 필요성을 고려해 세무조사 규모를... ,https://www.nocutnews.co.kr/news/6094455,https://n.news.naver.com/mnews/article/079/0003862945?sid=101
566,2024-02-13 12:52:00,<b>인공지능</b> 스피커가 한인 노인 살렸다,12일 론 김(민주·40선거구) 뉴욕주 하원의원이 2023~2024회계연도 주정부로부터 50만 달러와 SK텔레콤의 솔루션 지원을 받아 100명의 한인 시니어에게 나눈 <b>인공지능</b>(AI) 스마트 스피커 ‘누구(NUGU)’의 도움으로 플러싱... ,https://news.koreadaily.com/2024/02/12/society/generalsociety/20240212195039977.html,https://news.koreadaily.com/2024/02/12/society/generalsociety/20240212195039977.html
567,2024-02-13 12:52:00,"글로벌 행보 잇는 최태원 회장, 차세대 네트워크 구축 힘써","최 회장은 이번 MWC에서 챗GPT가 촉발한 생성형 <b>인공지능</b>(AI), 디지털 기술 경쟁 상황을 직접 살펴보며 인사이트를 얻고, SK ICT 분야 주요 경영진과 디지털 사업에 대한 논의도 진행할 것으로 예상된다. 지난해 7월... ",https://www.hellot.net/news/article.html?no=86743,https://www.hellot.net/news/article.html?no=86743
568,2024-02-13 12:50:00,"'어쩌다 어른', 황민국 법영상 분석 전문가 출연…'우리는 왜 기억과 싸우는가...","뿐만 아니라 <b>인공지능</b> 등 첨단 과학기술의 발달로 사진과 영상이 손쉽게 위변조되면서, 기록이 점점 신뢰도를 잃게 되는 현실도 이야기한다. '어쩌다 어른' MC 김경일 교수는 인지심리학 측면에서 기억을 분석해... ",https://www.factin.co.kr/article/view/fin202402130009,https://www.factin.co.kr/article/view/fin202402130009
569,2024-02-13 12:48:00,서울디지털대 '2024 봄학기 신/편입생' 최종모집.. 16일까지,올해 신설한 반려동물전공과 산업안전공학전공 신입생과 3학년 편입생 모집에 높은 관심을 받았으며 미래 산업의 핵심인 <b>인공지능</b> AI 전문가 양성을 위해 IT공학부를 기계로봇항공학부로 분화 개편하고 기존의... ,http://www.veritas-a.com/news/articleView.html?idxno=493799,http://www.veritas-a.com/news/articleView.html?idxno=493799
570,2024-02-13 12:48:00,"대전 대덕구, <b>인공지능</b> 스피커로 어르신 생명 구조","사진=대덕구 제공  대전 대덕구(구청장 최충규)에서 스마트돌봄 사업 <b>인공지능</b>(AI) 스피커가 지역 어르신의 생명을 구했다. 13일, 대덕구에 따르면 지난달 26일 오후 4시에 대덕구의 한 어르신이 두통을 호소해 AI 스피커에... ",https://daily.hankooki.com/news/articleView.html?idxno=1051018,https://daily.hankooki.com/news/articleView.html?idxno=1051018
571,2024-02-13 12:48:00,"최태원 회장, 독일 찍고 스페인으로…글로벌 경영 행보 박차",최 회장은 이번 MWC에서 생성형 <b>인공지능</b>(AI)과 디지털 경쟁 상황 등을 직접 살필 전망이다. 또 유영상 SK텔레콤 사장 등 정보통신기술(ICT) 분야의 경영진들과 관련 사업에 대한 논의에 나설 것으로 보인다. 최 회장이... ,https://www.starnewskorea.com/stview.php?no=2024021312441648279,https://n.news.naver.com/mnews/article/108/0003214520?sid=004
572,2024-02-13 12:48:00,"경북 청송군 치매안심센터, ‘AI 스마트 돌봄서비스 확대’ 운영","경북 청송군 치매안심센터, ‘AI 스마트 돌봄서비스 확대’ 운영 청송군치매안심센터는 <b>인공지능</b>(AI)을 활용한 치매 돌봄 지원사업을 올 2월부터 30가구로 사업을 확대하여 운영한다. 군은 지난해 하반기부터 재가... ",https://www.viva100.com/main/view.php?key=20240213010003355,https://www.viva100.com/main/view.php?key=20240213010003355
573,2024-02-13 12:46:00,"국립부산과학관, 봄 학기 교육 프로그램 참가자 접수","실험탐구교실, <b>인공지능</b>교실, SW코딩교실 등 교과와 연계된 주제에 실험 위주의 교육으로 구성하며 에코사이언스와 자율탐구 프로젝트 등 최신 이슈를 주제로 심화 학습도 할 수 있어 과학적 상상력과 자기주도적 문제... ",http://www.metroseoul.co.kr/article/20240213500241,http://www.metroseoul.co.kr/article/20240213500241
574,2024-02-13 12:46:00,"EDGC, 국내 최초 후성유전체 기반 생체나이 및 노화 측정 서비스 출시",더불어 에피클락 서비스를 시작으로 3만여 개의 후성유전학 바이오마커 <b>인공지능</b> 분석을 통한 정밀 노화 진단 및 개인 맞춤형 클리닉을 제공하는 역노화(Reverse Aging) 프리미엄 서비스도 상반기 내 런칭할 예정이다.... ,http://www.biotimes.co.kr/news/articleView.html?idxno=13839,http://www.biotimes.co.kr/news/articleView.html?idxno=13839
575,2024-02-13 12:46:00,세무조사 '역대 최저수준' 유지…영세사업자 세금 납기 연장한다,(장애인) 등 특정 계층을 대상으로 한 맞춤형 자료를 제공하는 등 연말정산 서비스도 계속해서 개선한다. 생성형 <b>인공지능</b>(AI) 상담을 오는 5월 종합소득세 신고 시 시범 도입하는 등 국세 상담도 고도화한다는 방침이다.,https://www.getnews.co.kr/news/articleView.html?idxno=660888,https://www.getnews.co.kr/news/articleView.html?idxno=660888
576,2024-02-13 12:44:00,"스트라드비젼, 최고사업책임자(CBO)에 테슬라 출신 선임",<b>인공지능</b>(AI) 기반 영상 인식 소프트웨어 'SVNet’ 개발 스타트업 스트라드비젼이 신임 최고사업책임자(CBO)에 필립 비달(Philip Vidal)을 선임했다고 13일 밝혔다. 필립 비달 CBO는 스트라드비젼의 글로벌 사업 확장을 위해... ,https://zdnet.co.kr/view/?no=20240213124255,https://n.news.naver.com/mnews/article/092/0002321117?sid=103
577,2024-02-13 12:44:00,"다우기술, '다우오피스' 서비스 운영 환경 구글 클라우드로 전환...비즈니스 ...","구글 클라우드 플랫폼(GCP)은 세계적인 인프라와 고급 보안 시스템, 그리고 <b>인공지능</b>(AI) 및 머신러닝 등 첨단 기술을 제공하는 클라우드 서비스로, 이를 통해 다우오피스는 업무 효율성과 서비스 안정성을 더욱 높일 수... ",https://www.aitimes.kr/news/articleView.html?idxno=30308,https://www.aitimes.kr/news/articleView.html?idxno=30308
578,2024-02-13 12:40:00,2주기 'EMR 시스템 인증 시범사업' 참여 병원 모집,"최근 의료 <b>인공지능</b>(AI), 디지털치료제 등 보건의료정보를 활용한 디지털 헬스케어에 대한 관심이 높아지면서 표준 의료정보 생성의 중요성이 대두됐다. 이에, 복지부와 보건의료정보원은 보건의료 디지털 전환의... ",http://www.bosa.co.kr/news/articleView.html?idxno=2216507,http://www.bosa.co.kr/news/articleView.html?idxno=2216507
579,2024-02-13 12:40:00,"KAI, AI 기반 공중 전투체계 구축에 1천억 원 투자한다","주력 고정익, 회전익 기종 항공기 대상으로 유무인 복합체계 적용할 것으로 보여 한국항공우주산업(KAI)이 <b>인공지능</b>(AI) 기반 무인 전투기가 포함된 차세대 공중 전투체계 개발에 우선 1000억 원을 투입하기로 했다.... ",https://www.hellot.net/news/article.html?no=86742,https://www.hellot.net/news/article.html?no=86742
580,2024-02-13 12:38:00,"여전한 AI 반도체 수요…엔비디아, 22년 만에 아마존 시총 추월",<b>인공지능</b>(AI) 반도체 기업 엔비디아가 실적 발표를 앞두고 22년 만에 아마존의 시가총액을 추월했다. 12일(현지시각) 뉴욕증권거래소(NYSE)에서 엔비디아는 전 거래일 대비 0.16% 상승한 722.48달러를 기록했다. 엔비디아... ,https://www.thepublic.kr/news/articleView.html?idxno=215753,https://www.thepublic.kr/news/articleView.html?idxno=215753
581,2024-02-13 12:38:00,국립군산대 <b>인공지능</b>융합전공 독일 명문 아헨공대와 진로탐색학점제 프로그램...,국립군산대는 G-SEED 진로탐색학점제 프로그램으로 컴퓨터소프트웨어학부 <b>인공지능</b>융합전공 이지원 외 학생 4명이 지난달 14일부터 21일까지 독일의 명문 대학 아헨공과대(RWTH Aachen University)와 유럽 최대... ,http://www.veritas-a.com/news/articleView.html?idxno=493797,http://www.veritas-a.com/news/articleView.html?idxno=493797
582,2024-02-13 12:38:00,"대덕구, <b>인공지능</b> 스피커 어르신 생명 구조…효과 톡톡",대전시 대덕구에서 스마트돌봄 사업의 일환으로 도입된 AI 스피커가 한 노인의 생명을 구했다. 13일 구에 따르면 최근 한 노인이 두통을 호소하며 AI 스피커에 &quot;살려달라&quot;라고 구조 요청한 사례가 발생했다. 노인의... ,https://www.ccdailynews.com/news/articleView.html?idxno=2256431,https://www.ccdailynews.com/news/articleView.html?idxno=2256431
